2019-01-30T12:40:00Z 1118
2019-01-30T13:00:00Z 1119
2019-01-30T13:30:00Z 1118
2019-01-30T13:45:00Z 1119
2019-01-30T14:05:00Z 1120
2019-01-30T14:10:00Z 1121
2019-01-30T14:15:00Z 1120
2019-01-30T14:45:00Z 1119
2019-01-30T15:05:00Z 1114
2019-01-30T15:25:00Z 1115
2019-01-30T15:35:00Z 1114
2019-01-30T15:45:00Z 1116
2019-01-30T16:20:00Z 1117
2019-01-30T16:40:00Z 1118
2019-01-30T16:45:00Z 1119
2019-01-30T17:30:00Z 1118
2019-01-30T18:40:00Z 1117
2019-01-30T19:10:00Z 1120
2019-01-30T19:25:00Z 1121
2019-01-30T19:45:00Z 1122
2019-01-30T19:55:00Z 1123
2019-01-30T20:10:00Z 1122
2019-01-31T07:00:00Z 1123
2019-01-31T07:20:00Z 1122
2019-01-31T07:55:00Z 1123
2019-01-31T08:05:00Z 1126
2019-01-31T08:20:00Z 1130
2019-01-31T08:35:00Z 1129
2019-01-31T08:45:00Z 1128
2019-01-31T09:10:00Z 1123
2019-01-31T09:20:00Z 1122
2019-01-31T09:25:00Z 1121
2019-01-31T09:30:00Z 1120
2019-01-31T09:45:00Z 1121
2019-01-31T09:50:00Z 1120
2019-01-31T10:05:00Z 1119
2019-01-31T10:15:00Z 1118
2019-01-31T10:35:00Z 1119
2019-01-31T10:55:00Z 1117
2019-01-31T11:00:00Z 1118
2019-01-31T11:15:00Z 1119
2019-01-31T11:35:00Z 1118
2019-01-31T11:55:00Z 1119
2019-01-31T12:05:00Z 1117
2019-01-31T12:30:00Z 1116
2019-01-31T13:05:00Z 1114
2019-01-31T13:25:00Z 1112
2019-01-31T13:50:00Z 1110
2019-01-31T14:20:00Z 1108
2019-01-31T14:40:00Z 1106
2019-01-31T14:55:00Z 1108
2019-01-31T15:20:00Z 1111
2019-01-31T15:30:00Z 1112
2019-01-31T16:05:00Z 1113
2019-01-31T16:15:00Z 1114
2019-01-31T16:35:00Z 1117
2019-01-31T16:45:00Z 1118
